Data,Produto,Quantidade,Valor_Unitario
2022-05-12,Sapato,18.0,216.0
2023-01-01,Vestido Rodado,81.0,302.0
2022-09-22,Sapato,19.0,189.0
2022-11-21,Vestido Godê,97.0,
2022-09-09,Camiseta,40.0,491.0
2022-03-12,Vestido Transpassado,79.0,121.0
2022-03-02,Blusa de Tricot,43.0,
2022-09-05,Camiseta Estampada,10.0,83.0
2022-08-10,Camisa Polo,,
2022-08-25,Short Saia,6.0,243.0
2022-05-02,Mochila,81.0,260.0
2022-06-18,Sapatênis,53.0,98.0
2022-04-10,Macacão Longo,,51.0
2022-04-17,Vestido Longuete,54.0,224.0
2022-01-31,Blusa de Alça,64.0,258.0
2022-01-01,Blusa de Frio,,350.0
2022-07-25,Cueca,78.0,166.0
2022-02-26,Relógio,74.0,419.0
2022-09-06,Vestido Rodado,,
2022-05-01,Regata Cavada,90.0,
2022-12-08,Sapato,,304.0
2022-01-04,Blusa de Renda,,174.0
2022-12-10,Calça Jeans,75.0,
2022-09-04,Terno,,126.0
2022-12-25,Vestido Longuete,,192.0
2022-02-10,Vestido,75.0,
2022-03-27,Vestido Godê,95.0,252.0
2022-07-07,Botas,41.0,268.0
2022-10-06,Botas,,169.0
2022-03-03,Blazer,30.0,402.0
2022-08-25,Camisa Jeans,3.0,168.0
2022-07-01,Blusa de Tricot,45.0,435.0
2022-10-25,Camisa Manga 3/4,88.0,73.0
2022-07-30,Vestido de Festa,84.0,346.0
2022-06-09,Colete,49.0,312.0
2022-01-10,Vestido Curto,53.0,
2022-02-09,Camiseta Manga Longa,,
2022-01-02,Macacão Curto,90.0,400.0
2022-09-17,Camisa Listrada,,332.0
2022-12-19,Blusa de Tule,97.0,
2022-12-22,Camisa Polo,8.0,312.0
2022-03-03,Camisa Polo,16.0,203.0
2022-07-04,Body,2.0,
2022-02-28,Vestido Longo,1.0,322.0
2022-09-18,Camiseta Manga Longa,85.0,114.0
2022-04-09,Jaqueta de Couro,74.0,291.0
2022-07-13,Camisa Listrada,,
2022-05-07,Macacão,18.0,
2022-10-11,Sapato,,479.0
2022-10-31,Lenço,33.0,453.0
2022-09-27,Calça Jeans,27.0,
2022-04-12,Camisa Social,,431.0
2022-07-07,Short Saia,80.0,110.0
2022-06-30,Suéter,1.0,462.0
2022-09-28,Vestido com Fenda,,275.0
2022-09-01,Saia de Couro,20.0,183.0
2022-05-08,Bermuda,89.0,387.0
2022-08-05,Vestido Transpassado,69.0,356.0
2022-05-31,Lenço,,211.0
2022-11-05,Saia Jeans,45.0,262.0
2022-10-12,Camisa Manga 3/4,9.0,199.0
2022-05-18,Camisa Manga 3/4,64.0,87.0
2022-06-15,Camisa Xadrez,,324.0
2022-08-11,Camiseta,,410.0
2022-05-30,Colete,34.0,
2022-11-08,Blazer,28.0,96.0
2022-08-03,Blusa de Renda,15.0,
2022-06-27,Pulseira,95.0,262.0
2022-07-31,Sapato Social,79.0,68.0
2022-05-04,Gravata,81.0,196.0
2022-03-18,Boné,80.0,423.0
2022-01-17,Sapato de Salto,64.0,185.0
2022-11-02,Jaqueta de Couro,95.0,53.0
2022-05-21,Blusa Cropped,36.0,270.0
2022-08-05,Sapato de Salto,8.0,307.0
2022-03-16,Blusa de Tule,27.0,390.0
2022-06-16,Blusa de Renda,81.0,
2022-02-15,Calça Social,35.0,
2022-07-08,Blusa de Tricot,,336.0
2022-03-30,Botas,22.0,160.0
2022-12-31,Vestido Chemise,,251.0
2022-01-18,Sapato,11.0,413.0
2022-06-01,Vestido Curto,,184.0
2022-06-14,Regata Cavada,32.0,
2022-12-22,Vestido de Festa,41.0,100.0
2022-02-05,Blazer,59.0,440.0
2022-06-15,Bolsa,4.0,441.0
2022-06-07,Vestido Chemise,73.0,244.0
2022-08-07,Sapato Social,54.0,414.0
2022-07-26,Camisa,10.0,342.0
2022-01-08,Vestido Tubinho,,
2022-02-25,Pulseira,8.0,276.0
2022-11-02,Moletom,,307.0
2022-10-27,Camisa Manga Curta,71.0,297.0
2022-11-30,Shorts,60.0,59.0
2022-02-19,Sapato Social,,479.0
2022-07-20,Suéter,88.0,322.0
2022-07-06,Regata,20.0,199.0
2022-10-16,Vestido Tubinho,83.0,59.0
2022-04-23,Vestido Ciganinha,,454.0
2022-10-14,Blusa,,126.0
2022-07-06,Chinelo,90.0,
2022-05-01,Brinco,93.0,233.0
2022-06-07,Colete,94.0,58.0
2022-06-19,Camisa Manga Curta,19.0,140.0
2022-08-24,Cueca,35.0,
2022-03-03,Vestido Rodado,82.0,112.0
2022-12-05,Sutiã,,327.0
2022-05-07,Vestido Chemise,45.0,341.0
2022-02-07,Cueca,72.0,436.0
2022-01-22,Calça Jeans,79.0,
2022-10-28,Calça Social,,238.0
2022-10-03,Saia Midi,18.0,286.0
2022-04-06,Short Saia,,
2022-01-26,Vestido Tomara que Caia,90.0,
2022-06-15,Cardigan,47.0,317.0
2022-05-30,Saia Jeans,,431.0
2022-01-01,Lenço,22.0,467.0
2022-04-13,Jaqueta de Couro,,204.0
2022-02-03,Sutiã,,90.0
2022-07-13,Sapatênis,3.0,350.0
2022-09-14,Lenço,24.0,268.0
2022-02-03,Saia Longa,66.0,161.0
2022-01-12,Vestido com Fenda,62.0,123.0
2022-08-15,Vestido Longuete,23.0,191.0
2022-07-17,Lenço,11.0,182.0
2022-05-11,Pulseira,49.0,154.0
2022-04-02,Top,78.0,480.0
2022-08-22,Short Saia,73.0,426.0
2022-09-08,Colete,99.0,287.0
2022-08-28,Blusa de Alça,42.0,82.0
2022-01-27,Saia Longa,43.0,223.0
2022-07-06,Shorts,,
2022-11-14,Blazer,,124.0
2022-06-14,Óculos,30.0,474.0
2022-07-21,Macacão Longo,,188.0
2022-07-31,Shorts,64.0,367.0
2022-08-19,Camisa Manga Curta,11.0,86.0
2022-03-19,Luvas,34.0,291.0
2022-06-04,Cardigan,,239.0
2022-04-23,Vestido Longuete,30.0,52.0
2022-07-28,Body,,303.0
2022-08-04,Cachecol,13.0,272.0
2022-03-20,Vestido Tubinho,,418.0
2022-06-18,Blusa de Alça,76.0,71.0
2022-05-10,Blazer,,
2022-08-28,Botas,,
2022-10-12,Jaqueta Jeans,,490.0
2022-07-11,Jaqueta Jeans,,
2022-06-04,Terno,17.0,402.0
2022-12-01,Meia,42.0,138.0
2022-04-27,Camisa Jeans,35.0,361.0
2022-06-15,Regata,,230.0
2022-04-06,Vestido de Festa,50.0,
2022-11-08,Brinco,77.0,395.0
2022-04-04,Blusa de Frio,,
2022-08-29,Vestido Transpassado,54.0,312.0
2022-12-21,Camiseta Básica,,293.0
2022-06-09,Óculos,14.0,260.0
2022-06-08,Cinto,17.0,441.0
2022-09-23,Terno,96.0,264.0
2022-04-19,Brinco,83.0,454.0
2022-02-19,Relógio,34.0,
2022-08-15,Camiseta Básica,74.0,97.0
2022-11-10,Blusa de Crochê,91.0,285.0
2022-01-10,Vestido Curto,98.0,
2022-06-22,Camisa,93.0,
2022-12-20,Chinelo,31.0,86.0
2022-10-31,Blusa Cropped,12.0,134.0
2022-09-01,Relógio,,327.0
2022-10-06,Pulseira,46.0,190.0
2022-09-30,Bolsa,49.0,374.0
2022-09-03,Luvas,52.0,95.0
2022-07-31,Sapato Social,76.0,288.0
2022-03-16,Blusa de Tricot,9.0,287.0
2022-09-30,Saia Longa,,384.0
2022-07-19,Cinto,86.0,
2022-10-08,Mochila,89.0,
2022-09-28,Vestido Tubinho,11.0,67.0
2022-06-29,Chinelo,35.0,421.0
2022-04-02,Relógio,65.0,395.0
2022-09-06,Botas,16.0,284.0
2022-07-28,Short Saia,54.0,
2022-03-29,Macacão Curto,,346.0
2022-09-15,Blusa de Tricot,18.0,
2022-04-29,Regata Cavada,47.0,68.0
2022-11-22,Camiseta,76.0,138.0
2022-07-04,Blusa de Tricot,18.0,480.0
2022-03-25,Luvas,,
2022-04-04,Macacão Longo,25.0,328.0
2022-04-23,Vestido com Fenda,55.0,197.0
2022-08-24,Vestido Transpassado,,251.0
2022-07-16,Vestido Godê,100.0,389.0
2022-09-03,Shorts,21.0,
2022-06-23,Gravata,70.0,386.0
2022-12-02,Lenço,51.0,
2022-04-23,Regata,54.0,474.0
2022-10-10,Camisa Jeans,,67.0
2022-03-05,Blusa de Alça,67.0,86.0
2022-07-27,Saia Longa,32.0,393.0
2022-08-17,Vestido Curto,34.0,348.0
2022-12-18,Sandália Rasteira,24.0,
2022-10-09,Bolsa,83.0,106.0
2022-06-22,Blusa,72.0,
2022-08-07,Boné,75.0,
2022-09-19,Camisa Listrada,95.0,92.0
2022-03-09,Camisa Jeans,,427.0
2022-05-11,Blusa Cropped,,415.0
2022-06-27,Vestido Godê,40.0,217.0
2022-10-11,Blusa de Tule,56.0,145.0
2022-06-23,Vestido Longuete,79.0,220.0
2022-09-15,Jaqueta Jeans,10.0,405.0
2022-09-25,Jaqueta Jeans,23.0,65.0
2022-02-09,Cinto,42.0,
2022-04-10,Macacão Curto,62.0,195.0
2022-03-11,Vestido Tubinho,33.0,
2022-03-03,Camisa Manga 3/4,27.0,79.0
2022-05-08,Bermuda,7.0,224.0
2022-08-26,Regata,54.0,367.0
2022-01-13,Top,76.0,
2022-06-01,Vestido Tomara que Caia,71.0,149.0
2022-10-24,Blusa de Renda,,
2022-12-17,Camisa Listrada,,204.0
2022-01-27,Vestido Midi,66.0,
2022-09-10,Camiseta Básica,16.0,
2022-12-05,Sapato,,435.0
2022-03-27,Camisa Listrada,,331.0
2022-12-16,Calça Legging,,268.0
2022-10-13,Saia Jeans,36.0,150.0
2022-08-11,Vestido,,342.0
2022-09-05,Camisa Listrada,81.0,295.0
2022-11-06,Blusa de Tricot,87.0,53.0
2022-04-20,Gravata,10.0,455.0
2022-04-15,Camisa Listrada,58.0,98.0
2022-01-03,Casaco,81.0,93.0
2022-09-07,Saia Jeans,,459.0
2022-09-05,Cardigan,88.0,496.0
2022-07-12,Sapatênis,62.0,
2022-12-01,Vestido Curto,,212.0
2022-03-14,Blusa de Renda,84.0,242.0
2022-02-26,Vestido Ciganinha,21.0,377.0
2022-12-18,Cardigan,55.0,493.0
2022-12-05,Suéter,29.0,490.0
2022-09-08,Pulseira,47.0,
2022-10-03,Jaqueta,66.0,409.0
2022-09-24,Calça Legging,10.0,69.0
2022-11-16,Vestido Longo,70.0,407.0
2022-01-23,Calça Jeans,91.0,197.0
2022-11-16,Camisa Jeans,61.0,235.0
2022-06-09,Blusa Ciganinha,2.0,462.0
2022-12-27,Bermuda,95.0,490.0
2022-10-25,Blusa de Renda,23.0,358.0
2022-06-25,Sapatilha,57.0,100.0
2022-06-24,Sandália Rasteira,66.0,275.0
2022-06-06,Vestido Ciganinha,81.0,368.0
2022-03-20,Sandália Rasteira,58.0,183.0
2022-05-09,Blusa de Alça,5.0,249.0
2022-01-12,Óculos,59.0,189.0
2022-07-23,Camiseta Manga Longa,11.0,219.0
2022-12-15,Óculos,,67.0
2022-08-03,Regata,47.0,361.0
2022-11-04,Macacão,96.0,472.0
2022-03-15,Blusa de Tule,58.0,208.0
2022-07-30,Macacão Longo,92.0,
2022-10-12,Camisa Social,41.0,451.0
2022-06-30,Vestido Longuete,,235.0
2022-07-04,Cueca,51.0,
2022-01-13,Camiseta Básica,65.0,131.0
2022-04-20,Vestido de Festa,74.0,318.0
2022-01-03,Vestido Midi,,78.0
2022-01-21,Óculos,11.0,
2022-05-21,Cardigan,4.0,86.0
2022-01-10,Lenço,,
2022-12-10,Luvas,72.0,
2022-09-17,Regata,,
2022-12-03,Calça Social,37.0,252.0
2022-09-27,Saia,,299.0
2022-11-11,Sandalia,50.0,243.0
2022-06-02,Short Saia,,229.0
2022-04-09,Vestido Tubinho,,165.0
2022-11-30,Camisa Polo,,338.0
2022-10-01,Camisa Jeans,66.0,278.0
2022-08-06,Vestido Curto,,279.0
2022-11-24,Top,44.0,66.0
2022-09-27,Calça Social,56.0,246.0
2022-09-25,Camiseta Manga Longa,11.0,
2022-08-30,Gravata,32.0,318.0
2022-01-23,Lenço,36.0,408.0
2022-12-27,Camisa Listrada,66.0,248.0
2022-03-15,Calça,,152.0
2022-01-25,Camisa Jeans,25.0,110.0
2022-10-04,Vestido Tomara que Caia,28.0,260.0
2022-03-03,Blazer,,240.0
2022-02-02,Body,,488.0
2022-01-15,Sutiã,9.0,499.0
2022-10-09,Saia de Couro,,
2022-05-31,Pulseira,78.0,115.0
2023-01-01,Camiseta Manga Longa,43.0,
2022-08-14,Saia,78.0,418.0
2022-03-05,Vestido Longuete,,351.0
2022-04-05,Pulseira,6.0,190.0
2022-03-26,Camisa Manga Curta,100.0,500.0
2022-12-06,Colete,8.0,416.0
2022-03-11,Vestido Longuete,,249.0
2022-10-24,Camiseta,54.0,77.0
2022-03-14,Cinto,,166.0
2022-03-10,Body,68.0,
2022-06-17,Terno,43.0,239.0
2022-10-30,Camiseta Manga Longa,79.0,496.0
2022-04-29,Vestido com Fenda,,413.0
2022-06-07,Blusa de Tule,37.0,467.0
2022-06-02,Blazer,,335.0
2022-02-23,Saia Longa,,
2022-03-13,Bermuda,38.0,70.0
2022-03-10,Relógio,58.0,
2022-07-08,Calça Legging,,207.0
2022-01-19,Moletom,7.0,345.0
2022-10-31,Vestido Tomara que Caia,37.0,102.0
2022-03-06,Sapato de Salto,,131.0
2022-10-01,Blusa,,184.0
2022-04-03,Jaqueta Jeans,,
2022-10-12,Saia Longa,47.0,146.0
2022-03-02,Blusa de Crochê,,479.0
2022-03-25,Blusa Cropped,1.0,281.0
2022-05-09,Tênis,13.0,129.0
2022-03-19,Camiseta Manga Longa,26.0,356.0
2022-04-10,Meia,96.0,
2022-10-22,Chinelo,,
2022-11-11,Vestido Transpassado,,
2022-11-03,Blusa Manga Longa,81.0,402.0
2022-12-13,Bermuda,23.0,99.0
2022-04-18,Saia Jeans,96.0,
2022-06-30,Blusa de Tricot,55.0,463.0
2022-06-23,Saia Plissada,4.0,447.0
2022-10-04,Saia Midi,84.0,
2022-05-31,Vestido Chemise,37.0,
2022-07-04,Pulseira,84.0,272.0
2022-01-01,Cinto,65.0,203.0
2022-08-19,Suéter,,144.0
2022-06-08,Saia Plissada,10.0,
2022-11-22,Calça Jeans,,182.0
2022-08-08,Blusa de Tricot,,208.0
2022-04-18,Terno,89.0,233.0
2022-12-09,Vestido Midi,,300.0
2022-08-31,Camisa Polo,73.0,451.0
2022-02-09,Calça Legging,21.0,180.0
2022-04-21,Terno,,329.0
2022-11-07,Camisa Social,,364.0
2022-03-27,Saia Plissada,,120.0
2022-05-10,Saia,58.0,452.0
2022-04-08,Óculos,25.0,467.0
2022-10-02,Jaqueta de Couro,83.0,138.0
2022-11-05,Camisa Polo,92.0,306.0
2022-09-05,Jaqueta,12.0,325.0
2022-05-18,Terno,,149.0
2022-11-05,Sapato de Salto,49.0,
2022-12-19,Macacão Curto,,473.0
2022-06-04,Calça Jeans,29.0,283.0
2022-07-12,Cinto,,
2022-12-14,Relógio,,
2022-01-09,Regata Cavada,,266.0
2022-01-27,Botas,70.0,
2022-12-13,Vestido com Fenda,53.0,73.0
2022-08-24,Saia de Couro,91.0,185.0
2022-04-16,Sapatilha,66.0,414.0
2022-08-12,Saia Midi,57.0,310.0
2022-12-23,Sapato Social,36.0,461.0
2022-11-11,Colar,40.0,
2022-01-28,Camiseta Básica,28.0,235.0
2022-12-31,Sapatênis,,292.0
2022-03-12,Blusa,12.0,165.0
2022-04-24,Blusa de Alça,56.0,157.0
2022-09-11,Cueca,3.0,176.0
2022-10-27,Blazer,93.0,170.0
2022-11-27,Vestido de Festa,5.0,344.0
2022-08-05,Calça Jeans,27.0,367.0
2022-08-26,Colar,56.0,472.0
2022-01-18,Suéter,,316.0
2022-04-08,Calça,17.0,99.0
2022-10-15,Blusa,90.0,
2022-08-27,Vestido com Fenda,36.0,59.0
2022-07-19,Macacão Longo,,284.0
2022-01-10,Colar,97.0,361.0
2022-06-17,Vestido Ciganinha,79.0,223.0
2022-10-04,Sapatilha,45.0,107.0
2022-11-24,Vestido Longo,26.0,227.0
2022-03-04,Gravata,,231.0
2022-05-10,Blusa Cropped,38.0,
2022-05-18,Brinco,,427.0
2022-01-11,Jaqueta Jeans,90.0,279.0
2022-12-14,Vestido,,304.0
2022-07-22,Relógio,81.0,79.0
2022-01-13,Moletom,,257.0
2022-07-22,Bolsa,43.0,184.0
2022-01-04,Tênis,33.0,
2022-03-08,Vestido Transpassado,17.0,
2022-09-24,Luvas,65.0,155.0
2022-07-25,Mochila,100.0,254.0
2022-08-16,Saia Jeans,92.0,56.0
2022-06-19,Chinelo,5.0,487.0
2022-11-21,Bermuda,,236.0
2022-06-10,Camisa Manga 3/4,75.0,319.0
2022-04-28,Colar,46.0,482.0
2022-02-11,Saia Longa,,356.0
2022-01-12,Calça Jeans,96.0,409.0
2022-01-31,Vestido Tomara que Caia,26.0,282.0
2022-11-05,Saia,96.0,
2022-05-27,Sandalia,,494.0
2022-11-23,Blusa de Tule,37.0,81.0
2022-07-04,Blusa Ciganinha,24.0,315.0
2022-03-21,Cardigan,12.0,213.0
2022-10-04,Boné,,299.0
2022-07-10,Botas,,282.0
2022-10-27,Sandália de Salto,63.0,272.0
2022-01-05,Jaqueta,76.0,260.0
2022-11-12,Suéter,45.0,
2022-11-02,Jaqueta,,396.0
2023-01-01,Cueca,89.0,496.0
2022-01-22,Camiseta Manga Longa,,240.0
2022-09-17,Vestido Longo,,109.0
2022-01-28,Sapatênis,39.0,483.0
2022-03-20,Luvas,69.0,227.0
2022-08-05,Blusa de Tricot,54.0,
2022-08-23,Blusa de Renda,,
2022-03-08,Vestido Transpassado,64.0,178.0
2022-03-22,Blusa de Tricot,,432.0
2022-04-17,Calça Social,81.0,311.0
2022-03-30,Sapatênis,48.0,
2022-09-17,Calça,55.0,284.0
2022-11-23,Sapatênis,44.0,159.0
2022-04-22,Blusa Manga Longa,14.0,469.0
2022-08-19,Terno,45.0,377.0
2022-12-24,Vestido de Festa,97.0,223.0
2022-11-08,Sapato de Salto,72.0,477.0
2022-07-01,Macacão Curto,73.0,81.0
2022-10-06,Camiseta Básica,43.0,336.0
2022-06-22,Shorts,,150.0
2022-08-22,Calça Social,,228.0
2022-07-19,Blusa de Frio,19.0,69.0
2022-04-10,Terno,46.0,
2022-01-26,Vestido de Festa,38.0,222.0
2022-10-16,Sandalia,27.0,83.0
2022-04-21,Vestido Chemise,10.0,
2022-08-12,Sapato de Salto,54.0,413.0
2022-01-03,Moletom,69.0,446.0
2022-11-20,Vestido Godê,,152.0
2022-09-23,Blusa de Renda,69.0,470.0
2022-10-27,Cachecol,33.0,176.0
2022-07-26,Tênis,21.0,245.0
2022-03-13,Blusa Cropped,35.0,377.0
2022-02-20,Camisa Jeans,,
2022-10-21,Blusa de Crochê,69.0,341.0
2022-08-07,Vestido Chemise,25.0,
2022-04-22,Camiseta Manga Longa,91.0,127.0
2022-02-22,Relógio,,66.0
2022-04-24,Vestido Midi,47.0,
2022-08-01,Short Saia,,143.0
2022-02-16,Meia,13.0,
2022-08-14,Cachecol,71.0,344.0
2022-12-13,Luvas,41.0,389.0
2022-12-29,Meia,,304.0
2022-06-14,Calça Jeans,15.0,102.0
2022-02-11,Saia Longa,42.0,144.0
2022-01-30,Camisa Manga 3/4,39.0,139.0
2022-04-15,Blusa,,188.0
2022-05-29,Vestido com Fenda,84.0,289.0
2022-11-15,Saia Plissada,42.0,482.0
2022-04-21,Camisa Manga Curta,15.0,363.0
2022-01-03,Jaqueta,34.0,
2022-06-07,Gravata,87.0,
2022-10-03,Sapatilha,,316.0
2022-11-21,Botas,22.0,452.0
2022-08-21,Sandália Rasteira,80.0,94.0
2022-03-19,Bolsa,38.0,
2022-06-06,Saia,93.0,195.0
2022-11-10,Vestido de Festa,86.0,
2022-04-01,Macacão Longo,,
2022-07-01,Calça Social,,
2022-02-26,Vestido Longo,,257.0
2022-07-24,Blusa Ciganinha,25.0,227.0
2022-11-07,Meia,50.0,366.0
2022-04-09,Camisa Social,15.0,330.0
2022-07-03,Saia Longa,25.0,109.0
2022-02-05,Gravata,,274.0
2022-06-13,Blusa de Tule,76.0,315.0
2022-02-19,Blusa Manga Longa,,100.0
2022-08-16,Regata,81.0,193.0
2022-11-30,Macacão,79.0,
2022-09-28,Vestido Longuete,14.0,453.0
2023-01-01,Macacão Longo,24.0,475.0
2022-04-08,Bermuda,91.0,407.0
2022-09-19,Blusa Ciganinha,,299.0
2022-09-23,Shorts,40.0,74.0
2022-12-04,Vestido Godê,43.0,141.0
2022-07-18,Saia de Couro,36.0,432.0
2022-08-13,Vestido Midi,,
2022-01-23,Pulseira,61.0,208.0
2022-05-15,Macacão,85.0,
2022-08-11,Macacão Curto,10.0,306.0
2022-04-03,Cinto,98.0,288.0
2022-07-19,Colar,29.0,68.0
2022-06-04,Anel,83.0,305.0
2022-10-07,Chinelo,31.0,396.0
2022-06-30,Sapatilha,,491.0
2022-06-29,Macacão Curto,90.0,385.0
2022-05-28,Vestido Ciganinha,,
2022-09-05,Colar,,326.0
2022-02-15,Vestido Chemise,26.0,222.0
2022-10-18,Botas,25.0,239.0
2022-07-21,Blusa Ciganinha,3.0,466.0
2022-02-20,Anel,,349.0
2022-02-18,Bermuda,75.0,489.0
2022-10-28,Short Saia,80.0,187.0
2022-02-28,Macacão Curto,83.0,
2022-08-03,Regata Cavada,20.0,
2022-06-30,Sapatilha,34.0,156.0
2022-02-17,Camiseta Estampada,85.0,
2022-03-25,Camisa Jeans,39.0,389.0
2022-05-24,Pulseira,,319.0
2022-08-24,Vestido Longuete,4.0,
2022-02-09,Blusa Ciganinha,56.0,300.0
2022-11-25,Sapato,79.0,111.0
2022-06-25,Blusa,37.0,128.0
2022-05-16,Colete,50.0,377.0
2022-11-04,Colete,51.0,
2022-12-16,Boné,,390.0
2022-09-29,Cueca,54.0,158.0
2022-08-23,Camisa Jeans,66.0,105.0
2022-01-25,Vestido Midi,98.0,431.0
2022-12-28,Vestido Midi,,
2022-12-31,Sapato de Salto,,361.0
2022-10-15,Brinco,90.0,399.0
2022-09-29,Camiseta Básica,59.0,169.0
2022-09-22,Camisa Listrada,21.0,78.0
2022-07-19,Camisa Manga Curta,,81.0
2022-11-20,Saia Plissada,,93.0
2022-09-27,Camiseta Básica,6.0,
2022-04-06,Blusa de Renda,,487.0
2022-01-09,Colete,47.0,101.0
2022-01-28,Vestido Tubinho,74.0,129.0
2022-10-04,Óculos,94.0,462.0
2022-01-11,Jaqueta,20.0,459.0
2022-10-11,Lenço,33.0,201.0
2022-10-01,Saia Midi,,213.0
2022-08-29,Tênis,70.0,405.0
2022-11-16,Shorts,36.0,
2022-07-06,Sandalia,,486.0
2022-07-22,Camisa Manga 3/4,4.0,170.0
2022-02-16,Blusa Cropped,26.0,250.0
2022-08-23,Blusa Manga Longa,,478.0
2022-09-02,Sandália Rasteira,42.0,336.0
2022-03-29,Suéter,,473.0
2022-05-09,Brinco,72.0,
2022-06-25,Colete,43.0,323.0
2022-08-27,Blusa de Crochê,6.0,200.0
2022-03-06,Camisa Listrada,58.0,160.0
2022-12-27,Camiseta Manga Longa,32.0,217.0
2022-05-22,Pulseira,,336.0
2022-07-07,Blusa de Tricot,,473.0
2022-08-12,Vestido,33.0,450.0
2022-01-09,Blusa de Crochê,35.0,210.0
2022-10-14,Vestido Curto,43.0,446.0
2022-01-24,Saia Jeans,96.0,
2022-02-15,Óculos,83.0,341.0
2022-12-24,Vestido Longo,36.0,361.0
2022-10-05,Camisa Polo,20.0,404.0
2022-09-03,Camiseta Estampada,,361.0
2022-09-01,Jaqueta Jeans,10.0,184.0
2022-07-24,Casaco,36.0,121.0
2022-02-07,Regata Cavada,74.0,167.0
2022-07-29,Óculos,65.0,133.0
2022-03-24,Bolsa,,231.0
2022-08-30,Jaqueta,5.0,408.0
2022-09-14,Camiseta Estampada,25.0,
2022-07-29,Macacão Longo,,
2022-04-28,Camisa Listrada,,287.0
2022-06-21,Camiseta Básica,54.0,398.0
2022-12-22,Vestido Longuete,,
2022-08-10,Mochila,23.0,140.0
2022-04-03,Anel,,441.0
2022-03-02,Vestido Tubinho,,430.0
2022-08-25,Blusa de Tricot,,
2022-09-26,Pulseira,,88.0
2022-12-17,Sapato de Salto,83.0,252.0
2022-12-18,Vestido Curto,,325.0
2022-08-21,Saia,27.0,426.0
2022-12-24,Regata Cavada,,362.0
2022-02-26,Vestido Ciganinha,,301.0
2022-05-27,Bermuda,,495.0
2022-05-07,Vestido Rodado,59.0,139.0
2022-08-31,Vestido Curto,68.0,459.0
2022-07-15,Calça Social,86.0,479.0
2022-06-12,Blazer,,479.0
2022-08-08,Vestido de Festa,,367.0
2022-02-20,Colete,67.0,446.0
2022-11-29,Boné,19.0,118.0
2022-08-21,Vestido Chemise,7.0,395.0
2022-12-24,Blusa de Tricot,71.0,105.0
2022-10-09,Blusa de Tricot,,345.0
2022-10-05,Blusa Ciganinha,97.0,442.0
2022-09-09,Blusa de Frio,63.0,247.0
2022-07-14,Meia,,312.0
2022-12-18,Blusa,,107.0
2022-07-08,Saia Longa,94.0,265.0
2022-09-11,Vestido,94.0,
2022-10-03,Vestido Chemise,61.0,398.0
2022-01-11,Chinelo,23.0,
2022-09-04,Calça Jeans,22.0,50.0
2022-06-08,Bolsa,,55.0
2022-02-01,Sandália de Salto,,194.0
2022-01-19,Sapatênis,86.0,79.0
2022-11-13,Vestido Ciganinha,97.0,229.0
2022-12-27,Blusa Cropped,33.0,447.0
2022-02-20,Calça Jeans,24.0,
2022-03-27,Cachecol,72.0,60.0
2022-08-23,Cardigan,89.0,386.0
2022-08-31,Vestido com Fenda,90.0,498.0
2022-02-07,Chinelo,50.0,287.0
2022-11-23,Vestido Tomara que Caia,29.0,184.0
2022-05-12,Meia,,219.0
2022-12-26,Blusa Manga Longa,33.0,403.0
2022-09-23,Macacão Curto,46.0,357.0
2022-10-30,Meia,52.0,
2022-09-25,Camiseta,14.0,187.0
2022-02-13,Sapatênis,7.0,241.0
2022-10-31,Camisa Listrada,64.0,404.0
2022-03-06,Regata,82.0,244.0
2022-08-30,Botas,,166.0
2022-07-14,Lenço,39.0,161.0
2022-11-12,Chinelo,72.0,
2022-12-10,Bermuda,58.0,
2022-12-16,Pulseira,60.0,462.0
2022-05-28,Bermuda,17.0,403.0
2022-08-27,Chinelo,59.0,435.0
2022-11-01,Vestido Tubinho,,225.0
2022-10-10,Sandália Rasteira,19.0,
2022-09-01,Pulseira,45.0,178.0
2022-09-20,Jaqueta de Couro,37.0,
2022-04-23,Blusa de Frio,25.0,322.0
2022-04-10,Blusa de Frio,,171.0
2022-10-02,Short Saia,12.0,155.0
2022-04-07,Relógio,30.0,209.0
2022-02-26,Chinelo,,457.0
2022-03-19,Vestido Midi,60.0,235.0
2022-05-18,Saia de Couro,79.0,458.0
2022-10-25,Blusa Cropped,63.0,338.0
2022-10-07,Terno,75.0,498.0
2022-07-04,Blusa Manga Longa,19.0,
2022-08-31,Sapato,,
2022-07-31,Body,,178.0
2022-08-15,Regata,73.0,73.0
2022-03-14,Botas,90.0,
2022-12-14,Sapatilha,88.0,185.0
2022-12-25,Blusa de Alça,,322.0
2022-05-13,Meia,55.0,303.0
2022-10-15,Saia Longa,63.0,
2022-03-18,Cachecol,,159.0
2022-04-14,Brinco,73.0,344.0
2022-01-10,Sandália Rasteira,40.0,288.0
2022-01-23,Blusa de Crochê,,381.0
2022-03-05,Blusa de Frio,25.0,
2022-03-08,Sandália Rasteira,56.0,235.0
2022-10-04,Moletom,12.0,262.0
2022-01-05,Jaqueta,,306.0
2022-12-05,Óculos,72.0,243.0
2022-01-10,Brinco,22.0,114.0
2022-08-15,Blusa de Renda,,
2022-05-01,Sapato de Salto,100.0,452.0
2022-03-02,Camiseta Básica,50.0,278.0
2022-05-21,Saia,,283.0
